"ad_date","campaign_name","adset_name","spend","impressions","reach","clicks","leads","value","url_parameters"
2022-04-16,Hobbies,Tinkering,1707,9593,31412,276,1,2636,utm_source=google&utm_mediun=cpc&utm_campaign=upgrades
2021-06-09,Promos,Parents,3137,11974,6280,102,1,3943,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2021-12-15,Wholesale,Interests,679,4471,3329,8,0,682,utm_source=google&utm_mediun=cpc&utm_campaign=hobby
2022-03-19,Expansion,Streaming,22480,4693,19684,143,1,34731,utm_source=google&utm_mediun=cpc&utm_campaign=twitch
2021-11-16,Wholesale,Clean,3139,2925,1353,9,1,4483,utm_source=google&utm_mediun=cpc&utm_campaign=cheap
2022-05-12,Expansion,Streaming,0,0,0,0,0,0,utm_source=google&utm_mediun=cpc&utm_campaign=twitch
2021-04-18,Electronics,Narrow,12835,35800,37535,380,6,8740,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2022-03-28,Expansion,Streaming,17852,21306,23944,703,9,22863,utm_source=google&utm_mediun=cpc&utm_campaign=twitch
2022-05-16,Hobbies,Outdoors,5316,39017,15108,92,4,3909,utm_source=google&utm_mediun=cpc&utm_campaign=upgrades
2022-05-14,Expansion,Products,29241,20195,22916,105,5,34054,utm_source=google&utm_mediun=cpc&utm_campaign=upgrade
2021-12-17,Wholesale,Wide,1306,1742,665,37,0,2023,utm_source=google&utm_mediun=cpc&utm_campaign=cheap
2020-12-13,Discounts,True power,2284,5596,9777,198,1,3301,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2022-03-30,Expansion,Streaming,31018,14370,6577,340,8,30719,utm_source=google&utm_mediun=cpc&utm_campaign=twitch
2021-05-10,Electronics,Narrow,3319,49431,8680,83,7,5057,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2022-04-02,Expansion,Pretty,22126,12843,14069,265,6,34154,utm_source=google&utm_mediun=cpc&utm_campaign=twitch
2021-07-18,Promos,Parents,2696,12603,14888,44,3,3223,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2021-06-16,Crazy discounts,Improvement,1181,8097,10451,240,2,1015,utm_source=google&utm_mediun=cpc&utm_campaign=nan
2021-12-28,Wholesale,Wide,2236,4405,1903,12,0,3064,utm_source=google&utm_mediun=cpc&utm_campaign=cheap
2022-03-30,Expansion,Top gear,671,332,357,15,0,914,utm_source=google&utm_mediun=cpc&utm_campaign=top_gear
2021-08-13,Electronics,Narrow,9178,111716,30757,833,1,9649,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2021-08-19,Promos,Parents,1646,8224,14570,151,3,1704,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2021-08-28,Wholesale,Wide,1043,4817,1968,24,1,1550,utm_source=google&utm_mediun=cpc&utm_campaign=cheap
2021-08-22,Promos,Parents,4458,12923,9982,124,0,5171,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2022-05-18,Expansion,Products,6763,25060,29230,112,1,10005,utm_source=google&utm_mediun=cpc&utm_campaign=upgrade
2021-10-12,Wholesale,Clean,4859,4880,4656,21,3,5106,utm_source=google&utm_mediun=cpc&utm_campaign=cheap
2021-06-22,Wholesale,Interests,984,12482,8678,65,0,702,utm_source=google&utm_mediun=cpc&utm_campaign=hobby
2021-05-20,New items,Development,2516,2222,9561,77,1,4146,utm_source=google&utm_mediun=cpc&utm_campaign=nan
2021-05-06,Electronics,Narrow,6946,39675,33004,103,3,6426,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2022-04-05,Hobbies,Tinkering,487,13615,29452,134,7,533,utm_source=google&utm_mediun=cpc&utm_campaign=upgrades
2021-07-01,New items,Presents,1237,3194,1993,33,0,1504,utm_source=google&utm_mediun=cpc&utm_campaign=presents
2021-10-02,Wholesale,Clean,6184,10011,9355,19,3,10075,utm_source=google&utm_mediun=cpc&utm_campaign=cheap
2021-08-29,Wholesale,Interests,8042,32019,24193,167,4,10546,utm_source=google&utm_mediun=cpc&utm_campaign=hobby
2021-07-19,Electronics,Narrow,10621,48662,51604,554,5,14424,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2021-07-23,New items,Development,4355,14687,9153,186,4,5612,utm_source=google&utm_mediun=cpc&utm_campaign=nan
2021-08-05,Wholesale,Interests,3885,16058,21165,200,8,3119,utm_source=google&utm_mediun=cpc&utm_campaign=hobby
2021-07-09,Wholesale,Wide,1224,5014,2442,26,1,1072,utm_source=google&utm_mediun=cpc&utm_campaign=cheap
2021-08-02,Wholesale,Wide,2391,4220,9158,34,2,3453,utm_source=google&utm_mediun=cpc&utm_campaign=cheap
2022-05-31,Hobbies,Tinkering,2874,6241,14980,109,1,3535,utm_source=google&utm_mediun=cpc&utm_campaign=upgrades
2021-06-26,Wholesale,Interests,4318,9614,3218,51,2,6358,utm_source=google&utm_mediun=cpc&utm_campaign=hobby
2021-09-02,Wholesale,Interests,12089,4112,14796,50,2,16518,utm_source=google&utm_mediun=cpc&utm_campaign=hobby
2022-05-14,Hobbies,Outdoors,1438,14038,41485,96,1,2285,utm_source=google&utm_mediun=cpc&utm_campaign=upgrades
2022-04-04,Expansion,Pretty,32632,5915,17221,326,2,26698,utm_source=google&utm_mediun=cpc&utm_campaign=twitch
2021-12-19,Wholesale,Interests,271,1346,2074,15,1,254,utm_source=google&utm_mediun=cpc&utm_campaign=hobby
2021-05-31,Promos,Parents,1661,2207,3419,106,2,1733,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2022-04-16,Expansion,Streaming,24860,22758,34217,488,2,19319,utm_source=google&utm_mediun=cpc&utm_campaign=twitch
2021-06-19,Crazy discounts,Improvement,1882,6458,1598,182,2,2679,utm_source=google&utm_mediun=cpc&utm_campaign=nan
2021-06-06,Electronics,Narrow,2285,8129,1323,45,0,2168,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2021-08-25,Electronics,Narrow,31033,97634,68662,611,5,31506,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2021-07-18,Wholesale,Interests,7986,9980,11771,66,1,10269,utm_source=google&utm_mediun=cpc&utm_campaign=hobby
2021-06-28,Electronics,Narrow,2468,10832,5089,195,0,3596,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2022-04-23,Hobbies,Outdoors,8706,40373,54269,337,9,7686,utm_source=google&utm_mediun=cpc&utm_campaign=upgrades
2021-12-05,Wholesale,Clean,1309,1987,3743,27,1,1063,utm_source=google&utm_mediun=cpc&utm_campaign=cheap
2020-11-20,Discounts,True power,2433,1781,10475,235,6,2602,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2022-03-27,Expansion,Products,13165,10393,14063,70,1,16819,utm_source=google&utm_mediun=cpc&utm_campaign=upgrade
2021-10-03,Electronics,Narrow,17926,42276,24822,90,3,19062,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2022-07-02,Hobbies,Unlimited,0,0,0,0,0,0,utm_source=google&utm_mediun=cpc&utm_campaign=upgrades
2022-04-09,Expansion,Products,15777,12526,5708,46,1,19861,utm_source=google&utm_mediun=cpc&utm_campaign=upgrade
2021-08-16,Electronics,Narrow,8208,66182,37995,269,12,7126,utm_source=google&utm_mediun=cpc&utm_campaign=discounts
2021-09-27,Wholesale,Wide,55,8,25,0,0,62,utm_source=google&utm_mediun=cpc&utm_campaign=cheap
2021-10-19,Wholesale,Interests,899,6333,2906,26,1,755,utm_source=google&utm_mediun=cpc&utm_campaign=hobby
